fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,good_quality
10.427996346345394,0.3048032882891467,0.5852058458473719,2.604025575582252,0.07896065765782934,5.279963463453925,22.559926926907853,0.9992400730730921,3.229204019020068,0.7847941541526281,11.144007307309215,1
10.633491922750887,0.37818194975179353,0.4361721449327946,2.556459053154119,0.094,13.846885797311785,46.28229526577059,0.9986143540946846,3.1630622840537646,0.8692820058118249,10.277032869596766,1
9.92028764440593,0.3689856177797035,0.481423608887303,3.86547626672104,0.0835942471118814,3.0,10.0,0.996184945457793,3.193487111116775,0.698149795551251,11.80213297780723,1
10.977368446309086,0.5566052669463629,0.4703003112317644,2.640185779313365,0.09706470672918702,7.0,20.457275556652405,0.9972787554705494,3.1537182666995722,0.8128637778326202,11.603003112317644,1
8.202878494251124,0.5783092305677966,0.190647661206503,5.647481317530266,0.10971221976295399,4.4964018821860945,10.748200941093048,0.9978938838915969,3.3448200941093047,0.6774100470546524,10.6287780237046,1
11.738278397401567,0.4411126394153527,0.557284799675196,1.465430400649608,0.08739468814291378,22.34569599350392,41.34569599350392,0.9975747023957775,2.985430400649608,0.7323443205196865,10.107417596102351,1
9.972881598239002,0.35184022831985745,0.3745035661922709,2.4,0.08300242511518433,5.181597716801425,17.181597716801427,0.9967155934384151,3.175447931504043,0.7371669040646843,10.854236803521996,1
8.918309887733274,0.3899295617466991,0.4935211010400531,2.5496478087334955,0.053007043825330086,13.0,27.0,0.9950146479101866,3.3145070336800178,0.8945070336800177,13.244365954267169,1
10.441660820523389,0.29250526152895084,0.5633426871625793,2.508374256336284,0.07650105230579017,5.41660820523388,22.83321641046776,0.9989667835895323,3.2141730974242733,0.8066573128374207,11.116678358953223,1
8.381021700116367,0.280170283352728,0.41012771251454594,1.740085141676364,0.060814474084981876,7.0,15.40085141676364,0.9945960340566705,3.2759063441559997,0.7559063441559997,12.140510850058185,1
8.131002901822066,0.2984194776720281,0.373860174109324,1.9462005803644131,0.05391186071254082,4.537994196355867,10.0,0.9940375380847974,3.27,0.6185409866195025,11.800607544737373,1
10.479074990582276,0.3492415810416874,0.6247283339611815,2.831629996232911,0.08631953305708012,5.10543332077637,21.947283339611815,0.9997683700037671,3.255255500565063,0.7452716660388184,11.252716660388185,1
7.954637755014271,0.4082092155892009,0.33479349487821114,2.469329719376784,0.0716997289532588,29.46005420934824,48.0,0.9952677318877508,3.350670280623216,0.8309275510028543,12.384664859688392,1
8.317179453554647,0.39310826472352745,0.24378347055294516,5.293114916008399,0.08610360882411758,9.586229832016798,17.586229832016798,0.9960124596640335,3.2955213697630237,0.6137967731226877,11.737901218378163,1
9.610599621992039,0.449646679266932,0.4821199243984078,2.87588330183267,0.0912944339442233,11.011777357768931,28.505888678884467,0.9967035332073306,3.2844700189003984,0.7104710943107573,11.452944339442233,1
12.2605277997611,0.3633745082521577,0.621594610558724,2.005109493934958,0.09072599658978113,22.388545764565354,41.77709152913071,0.9978356822057067,3.027770915291307,0.7289163388347718,10.48281864684803,1
6.645275459552101,0.5160157595594151,0.08470864779341854,2.3927559264716636,0.06989133889707497,12.981889816179159,25.98188981617916,0.993608614090437,3.3974645742650824,0.7221732220585009,12.485511852943327,1
6.6,0.5251150436422339,0.08767256546335092,2.4,0.06923274345366491,13.0,26.383628273167545,0.9936298716755118,3.402557521821117,0.7072123908944151,12.39769912715532,1
11.504965595477056,0.513708387796067,0.6484601080222141,3.578724196607793,0.11679133351398396,5.9321182824836125,13.932118282483613,0.9977864236564967,3.05,0.74,11.432118282483613,1
9.295786906257264,0.36346731386659714,0.4334866816410791,2.147893453128633,0.06408619865230289,5.565133183589209,12.434866816410791,0.9962210750320424,3.2195399550767627,0.7117433408205395,11.17815982030705,1
8.248325411938447,0.2773014258510797,0.3808995247163068,1.9696650823876891,0.04828038022695459,4.303349176123108,10.0,0.9939601052281206,3.27,0.6584306400590717,12.10564607103996,1
5.741002722819899,0.438600148517449,0.27930007425872455,2.093000742587245,0.09130249443059565,22.844998762354592,55.310002475290815,0.9950347275928672,3.748224746282691,0.6454250433175893,12.237999504941838,1
7.931581814901438,0.28220375022552613,0.3695067044019379,1.9414477268626797,0.048611795507851635,4.0,9.414477268626797,0.9935496729523722,3.296348522911794,0.6631581814901437,12.587828409705981,1
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,1
8.401650263566285,0.4249174868216857,0.34542269838999123,1.845773016100088,0.06030515344066725,31.0,51.034018521167695,0.9970596699472868,3.283051534406672,0.7220309787716418,10.254226983899912,1
8.203357523191428,0.285395645825543,0.3782014513914857,1.9606715046382857,0.05043883888681146,4.393284953617144,10.0,0.9939897840346936,3.27,0.6431415578850855,11.988729560297713,1
8.10310853008833,0.45906744097350105,0.2518651180529979,2.087934664348807,0.07360326678255964,12.0,18.575869328697614,0.9955763435208345,3.233619600695358,0.7039673321744035,10.90310853008833,1
7.74262249368786,0.32116005638132483,0.23728884712494455,2.2790667293125835,0.06375156328188525,19.263555764375276,49.0,0.9969077424185128,3.3841866541374834,0.7863555764375277,10.820933270687418,1
9.51467711919972,0.3280310104430705,0.5180310104430704,2.3050127763695762,0.07505012776369575,12.868734029538029,24.934367014769016,0.9950827803716246,3.354093031329211,0.7521240417722818,12.380310104430706,1
6.711647230639835,0.5584148687429651,0.045306705611696085,2.0148862974186446,0.06095795918069487,36.85113702581355,53.0,0.9938337836737374,3.344045481032542,0.7786078717733059,11.659545189674578,1
7.521342994246611,0.31040766914554546,0.35155875599828923,1.8901678742808263,0.055278176343492566,4.0,8.901678742808265,0.9932778897336884,3.319424456573628,0.6221342994246611,12.664748188578761,1
15.282933471645885,0.6770733367911472,0.7486761954159245,3.9377998962655862,0.09807495322070717,6.113238045840755,42.88676195415925,1.0030867619541592,2.9635885655008907,0.6856619022920378,11.064114344991093,1
8.706063520415066,0.5175745918339736,0.09454764031129959,2.489388839273634,0.09053007716783237,20.015158801037664,49.09095280622599,0.9975598291772503,3.3375745918339734,0.8593936479584934,10.606063520415066,1
9.965024833404023,0.3487437916489945,0.40522534939161764,1.8644407654216264,0.08595493012167647,6.161101913554066,21.322203827108133,0.9974066777037351,3.2661101913554065,0.9603922919849956,10.70333885186756,1
11.313275833232487,0.4050134927518693,0.5275337318796733,1.5124662681203267,0.08789422717141379,21.875337318796735,41.12466268120327,0.9970894549962851,3.0474257898647186,0.7662331340601634,10.01219641308294,1
11.778357271328643,0.3836673506093898,0.6362525647852117,2.9366735060938978,0.09189178635664322,11.920841882617372,30.079158117382626,0.9993269044950299,3.191873717607394,0.6482063669980044,10.894989740859154,1
10.4,0.31829067258559157,0.6078823815505618,2.6698963620621283,0.08282906725855915,5.1301036379378715,21.86989636206213,0.9995137719965367,3.258698963620621,0.776429018622604,11.147958544824851,1
9.114207691460463,0.34179753028856774,0.3688697165724357,2.5481161942873927,0.08214207691460462,14.556514171378216,49.40580971436964,0.9970947886628975,3.313390850282693,0.7126373279976501,10.674489474263893,1
10.568658066468409,0.38765766720846345,0.4286913153617394,2.536510174297972,0.094,13.547652614469575,46.18255087148986,0.9986163489825702,3.1690469477106085,0.8483356830128703,10.232147892170437,1
11.243889454906492,0.529214418667922,0.5243390806841557,5.720199459225974,0.08459601081548052,8.19700811161039,43.99501351935065,1.0009630916180026,3.1936908381997404,0.7459601081548052,10.199501351935066,1
11.621904655528812,0.4149285474939828,0.5427380819411016,1.4945238361177968,0.0937952439459153,22.054761638822033,41.05476163882203,0.9973855950652343,3.014523836117797,0.7556190688942375,9.932856983293219,1
8.93351972416459,0.3135197241645901,0.43659211033416395,1.9346380691521305,0.07906710069925244,6.664802758354099,11.329605516708199,0.9943779931041148,3.209776331002492,0.5600559172493771,12.16592110334164,1
5.260570689719602,0.46014267242990053,0.08831387934578126,2.1211413794392047,0.047211413794392046,16.394293102803978,88.80285344859801,0.9917707133621495,3.5676005171962784,0.8504280172897017,13.6,1
5.311116855211047,0.571598047936588,0.010509522530506315,1.7023160115023015,0.054412250047409655,5.009264046009205,26.98147190798159,0.9934138960690138,3.5689809549389873,0.8391199156291255,12.489346347089413,1
10.100248757536717,0.3566550579816199,0.37002985090440593,2.566699834338229,0.09533300165661772,16.0,48.33300165661771,0.9983333996686764,3.16665505798162,0.8067197349411661,10.200099503014686,1
10.319450608077283,0.3603662612818113,0.42,1.9203662612818113,0.07338901216154566,6.601831306409057,20.796337387181886,0.9964324472655665,3.167871808551366,0.8935238603336453,10.980549391922716,1
7.770083517649661,0.2546260439706208,0.31313021985310385,2.338781319118623,0.06278948354417946,17.612186808813767,48.07479120587585,0.9963269248341153,3.4,0.7692520879412416,11.085041758824831,1
8.17559572595573,0.2828591972707682,0.3587436904009766,2.016028876717448,0.04468664164501302,3.9198556164127605,10.080144383587239,0.993853588449313,3.3052635287783856,0.7035884493130208,12.524043315076172,1
10.235134184788096,0.415024979267575,0.4919518991548942,1.5307308011268077,0.050122109802808644,21.692691988731923,42.0,0.9962089880245627,3.1291692818028927,0.7649750207324251,10.696096201690212,1
11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,1
8.819998003024402,0.3883749126323176,0.4457499251134151,2.4049995007561007,0.06667498252646352,11.737501248109748,19.0,0.9957099990015122,3.185749925113415,0.7627502246597547,11.3049995007561,1
7.87832691133471,0.38261089704449036,0.43738910295550965,3.9540935576482092,0.07580887176355923,24.452217940889806,43.09556411822039,0.9953219112823644,3.327645129457631,0.8138225647288154,11.723548705423692,1
9.230474212472021,0.37203161416480146,0.40550790354120037,7.440068650890117,0.07102144340645984,17.77539517706002,39.89841929175993,0.9976578899847991,3.2944920964587996,0.8010158070824007,11.259367716703972,1
8.966584677414229,0.3257072580640768,0.3235731854839808,2.5,0.08559389112894805,16.0,48.095120967734616,0.9971774866935401,3.2850122983878656,0.7361951612906155,10.588171370972502,1
10.15634280815192,0.389719982853172,0.38225710611394,2.4,0.0880988544483556,5.1408570203798,16.7182859592404,0.9968962027995785,3.158731438369616,0.651408570203798,10.76902842445576,1
7.252916095951867,0.34763869865062236,0.3247083904048133,1.7881934932531116,0.06117638698650622,3.52916095951867,12.823613013493777,0.9958147936641685,3.2670412671663067,1.0329729451276353,10.264580479759335,1
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,1
6.550024163166827,0.4618925449504548,0.1771611825743178,2.209462724752274,0.07298668893464098,19.41892544950455,49.58107455049545,0.9941716601520769,3.560808329188272,0.7902710539405458,12.575653471684538,1
5.85131672433907,0.42851540989319,0.279366950882509,2.0510924593591398,0.0897859934277706,23.510924593591398,55.0851540989319,0.9948002633448678,3.726352917672903,0.6527731148397851,12.282969180213621,1
10.244957559646654,0.42073514587632865,0.44871816973498996,2.4,0.09297266578056593,5.362393899116633,16.275212201766735,0.9970003251325849,3.1410084880706695,0.6536239389911663,11.03487267893996,1
9.01282369038926,0.32967060203336523,0.3225823494916587,2.5,0.086353532056395,16.0,48.161176700556084,0.9972521296716284,3.278076446441611,0.7335529319777565,10.545235144638545,1
7.972244995368987,0.3763226428791953,0.40206414272482816,2.3587171455034364,0.056967928637585916,22.264528575839062,42.0,0.9941851507105368,3.303226428791953,0.7530962140872423,12.127755004631014,1
7.384286652094,0.36039283369765,0.30170227935648336,1.8026188913176668,0.073960716630235,16.960716630234998,24.0,0.994191178501093,3.2427498358835503,0.7022260576200167,11.397381108682334,1
10.134585051193316,0.3205632730369921,0.603927899316825,3.464551220122295,0.0799718363481504,40.65414948806684,74.67292525596658,0.996020717199645,3.043927899316825,0.7040217781563236,11.867292525596659,1
10.089017983434875,0.4278035966869751,0.4838268337052528,5.523463325894944,0.07740929480731104,6.0,14.178035966869752,0.9970698500707236,3.1886356839756296,0.5202661143678577,11.8,1
6.103892968253054,0.39961070317469455,0.1705110142832471,1.807785936506109,0.0690778593650611,11.116789047591634,24.961070317469456,0.9954525057873128,3.421167890475916,0.7450608587289709,10.142822650783598,1
6.763529000528424,0.7354654406520845,0.061625563770871625,2.5959360905728213,0.07051337272246887,17.148662727753113,34.0,0.9954554011816741,3.5354011816740663,0.8914866272775311,12.151337272246888,1
8.463398597963238,0.29926879381364885,0.4773161711354321,2.575612762881893,0.09156127628818929,7.170751752545953,17.414624123727023,0.9968556209814257,3.276098863915487,0.9251184433044582,11.414624123727023,1
8.5,0.27146503319213566,0.5557325165960678,1.7957325165960678,0.09020765697034848,35.853496680786435,101.71975497882035,0.9967583195509895,3.3025604900423593,0.7508534966807865,10.610954568502237,1
9.30718922075432,0.3701250299261621,0.44031257481540526,1.5996874251845947,0.038178167644781,21.00312574815405,41.996874251845945,0.995266532813642,3.2393123354061086,0.8098437125922974,10.797186826661353,1
6.601756008264994,0.4753731517563113,0.2994292973138769,1.8493414969006272,0.06798682993801254,14.502195010331242,24.0,0.9947118877088849,3.4449780498966875,0.774582948037064,10.873573243284692,1
12.8,0.3,0.74,2.6,0.095,9.0,28.0,0.9994,3.2,0.77,10.8,1
8.859754113566943,0.13408606025156977,0.44798770567834717,1.8335382386942138,0.07466461761305786,9.932923522611572,20.932923522611574,0.9954354836384905,3.407987705678347,0.7606707647738843,11.953661181910743,1
9.724956517439095,0.3599873505277369,0.4799984188159671,2.47496442335926,0.07649992094079835,10.749960470399177,19.500079059201646,0.9961049691669113,3.275007115328148,0.6625051388481069,11.675011858880247,1
9.39386783033382,0.42308961524051447,0.529386783033382,1.9259433558573515,0.07855660135144109,6.790094406904414,15.790094406904414,0.9951825469894962,3.1848113288285296,0.6837028322071323,12.35306608483309,1
7.8936968500626445,0.8543423022172247,0.1556809986957502,2.118443431552571,0.1341307231813421,7.2038914211185725,23.101945710559285,0.9964560701408076,3.336747057627293,0.6673307707950786,10.210194571055927,1
8.523083784289204,0.2766681532626609,0.39410279280964017,2.082055856192803,0.053718657709884446,4.410279280964014,10.0,0.9943072044162508,3.241280450332519,0.683331846737339,12.376916215710796,1
8.266962808929133,0.30237249117345333,0.46525501765309335,2.1572063161991,0.18892234366575933,5.190687720663666,16.381375441327332,0.9940796018281388,3.1595343860331835,0.8710200706123733,12.404656139668166,1
9.104970863594952,0.31913741696202375,0.3519590730734191,2.2073099335696194,0.07845175498227858,11.07309933569619,30.926900664303812,0.9960703217240912,3.3332894701063287,0.8512280797164572,11.989035099645571,1
7.3,0.48,0.32,2.1,0.062,31.0,54.0,0.99728,3.3,0.65,10.0,1
12.687031773347476,0.30564841133262616,0.7287031773347477,2.374063546694954,0.08200865393495982,7.305476600212151,28.564841133262618,0.9990046112067161,3.019250837355963,0.7982420566631308,10.235158866737384,1
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,1
9.759155813287983,0.2767341714991497,0.5412236191652495,2.332658285008503,0.06951055233390022,6.224472383304989,18.224472383304988,0.9966040502899489,3.224691962163549,1.0738819041737526,11.663291425042516,1
9.326644417374013,0.3081315533899211,0.41612487860212527,2.117993325212204,0.0679861771822283,13.0,26.093422330503945,0.9951282697815677,3.3053288834748025,0.8037368932201577,12.017302184323619,1
6.980487784537936,0.7293902484789644,0.0580487784537936,2.557317080798274,0.07580487784537936,16.52439026932758,33.52439026932758,0.9963846340990508,3.58,0.794878053865516,11.586585403991371,1
6.972991571019697,0.4421788033879138,0.19933729444888104,2.1677711759185314,0.09443576067758276,21.914660771432402,35.11847450612354,0.9951944076274694,3.386255078081737,0.7937449219182633,11.3,1
9.019847387824935,0.32003815304376626,0.3640457836525196,2.6412208974005216,0.082435100800265,12.0,24.599236939124673,0.9952922518100888,3.2479771081737403,0.7838931714774543,11.820228918262597,1
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,1
10.029235729476216,0.46050435327316463,0.5849803286800934,2.760283778662359,0.0707580780325543,10.310480491861425,25.844759754069287,0.9965454059966736,3.1755240245930714,0.7893144147558427,12.37580780325543,1
8.5,0.2618071869504729,0.5509035934752365,1.7909035934752364,0.0881795092595993,36.81928130495271,100.27107804257093,0.9965979993033779,3.305457843914858,0.7518192813049527,10.736506569643852,1
6.132536208628358,0.43382143789864824,0.2852035816885131,2.0829286273918894,0.08840642614635144,23.829286273918896,55.13821437898648,0.9948565072417257,3.6929249412385157,0.6607321568479725,12.272357124202705,1
6.956892369706906,0.5508396285627176,0.18400997984525547,1.7161653613599102,0.0653233072271982,14.946115462133633,24.0,0.995093659297435,3.4405388453786636,0.6902380621946098,10.585024949613139,1
7.3226330427916535,0.3301352546976198,0.34986474530238026,2.0239855897678516,0.061400360255803706,4.0,8.746618632559507,0.9930837150803726,3.3488007205116075,0.605996397441963,12.8,1
9.635372336571777,0.4787765980569339,0.38685638136014633,2.264627663428223,0.08737553196113867,36.89521271200488,68.89521271200488,0.9964716968292439,3.198776598056934,0.7029255326856446,11.8,1
7.9492003197326895,0.5052399040801933,0.1595201918396134,1.978000228380492,0.07909998858097539,12.0,18.356000456760984,0.9956159199177831,3.2665999314858523,0.6490001141902462,10.749200319732688,1
7.973012663121524,0.34131012566471447,0.40642784920234265,2.14087341710981,0.08032924069595901,6.0,12.0,0.9944355987288553,3.3335721507976572,0.6608734171098096,12.032139246011713,1
8.989845457735862,0.3810154542264138,0.4094922728867931,2.384768186603793,0.10211147755188793,6.0,10.05077271132069,0.996017660007019,3.135584998245276,0.5827924991226379,11.89492272886793,1
10.531230519473239,0.4850155844214096,0.6228232142897191,2.431230519473238,0.10122235389745096,5.843847402633809,15.15615259736619,0.9972843847402634,3.099369155841971,0.6584384740263381,11.675077922107048,1
7.988750011925315,0.20840277711526023,0.44467361263490146,1.9346180512491915,0.05424236150199645,42.44375005962658,91.40833325383123,0.993933472252698,3.3101180560193177,0.6549097246735371,11.77159722288474,1
8.497677182573046,0.3722493518674212,0.42069684522808637,1.9023228174269546,0.07652690145224622,6.0,12.0,0.994791637857263,3.3193031547719136,0.6661246759337106,11.938753240662894,1
7.281032805247562,0.48975455730125406,0.31214216217398977,2.1054191985006967,0.061918712022489546,31.027095992503483,53.8374240449791,0.9972236403355929,3.305961118350766,0.6475613606746865,10.062320782758013,1
8.2,0.2910986080966475,0.38224222704536404,2.4887888647731797,0.05532958242899424,4.0,10.4439443238659,0.9938197074294616,3.3233408351420115,0.713318329715977,12.8,1
10.476892520341194,0.26079673169292644,0.5069719674540915,2.26175235761165,0.07015934633858528,5.7689252034119285,23.537850406823857,0.9982621495931762,3.1754182276246876,0.8630280325459085,11.046214959317615,1
9.264053628200635,0.30312429025605087,0.3923403787162416,2.0992160884601905,0.06660917982041399,13.0,26.343785487197458,0.995137032492052,3.292810725640127,0.8137514194878983,11.929675079480889,1
7.8019710537754365,0.3176347354694763,0.4382260516021072,2.680289462245636,0.10301447311228179,7.9802894622456355,16.960578924491273,0.9972659931265531,3.3298028946224565,0.7803942107550873,11.017739483978927,1
8.379178283603085,0.25312325745953723,0.39104108581984576,2.0416434327938293,0.042145194401830316,4.0,10.0,0.9938287674254046,3.2762465149190745,0.7089589141801542,12.531232574595371,1
7.779991608537319,0.5659689515880801,0.21604867048355014,5.4997902134329735,0.16362039125431496,5.0,10.799916085373189,0.9981598993024478,3.345989930244783,0.7680327267044561,10.059983217074638,1
7.171417864821733,0.6189347277275032,0.053563398616300086,2.364291067589133,0.05378544662054333,6.0,11.178544662054334,0.9934960240518361,3.36606901958489,0.67071267972326,12.4857464055348,1
12.709668383348188,0.33167046705777503,0.6770766826488936,2.348569940207437,0.08781979281362938,22.652746107851875,42.30549221570375,0.9981659326348149,3.0330549221570373,0.70778031137185,10.879119161777812,1
7.471454834314018,0.5504451127284121,0.1476365562093453,2.3047268875813094,0.07571270994115892,16.476365562093452,33.238182781046724,0.9968455251929391,3.508545165685982,0.7400183840198126,10.919091390523365,1
9.980670328688786,0.4270167582172196,0.3920446885792524,2.8983241782780356,0.09150279303620328,12.701675821721965,51.50279303620327,0.9984155754584971,3.2359106228414953,0.6529273810587148,10.049720696379673,1
11.408193370800655,0.3140441067399236,0.5162027162898962,2.0039652387493176,0.06907667584196615,15.78413904500273,31.270483427001636,0.9968940441067399,3.171885497189951,0.6894537752799563,10.867489410099399,1
9.938786056731985,0.38110932272577364,0.4677733068144341,1.572226693185566,0.05383078488422743,21.27773306814434,41.72226693185566,0.9958404621124217,3.178898725008245,0.796113346592783,10.550040238670094,1
10.580507285182629,0.4344303531893714,0.4252659051129485,2.541772351079714,0.085,9.432910595681143,34.14430353189371,0.9972791900221395,3.26020249446512,0.7483544702159428,11.724810817076342,1
10.201868081259805,0.3666043972913398,0.37225822573227163,2.4339560270866016,0.08245329796850488,5.0,16.830219864566992,0.9968928186501103,3.16660439729134,0.65,10.667912054173202,1
7.435493647389528,0.31630981174197,0.34780284707329184,1.879436705923691,0.05667322822992018,4.0,8.79436705923691,0.9932210145413956,3.324253482334339,0.6135493647389528,12.680844941114463,1
5.1,0.48012766229135817,0.1202553245827163,2.000425540971194,0.042663829726858706,16.663829726858708,96.6851067754184,0.9921245106633536,3.5330212699544576,0.8235319191198904,13.132340404400548,1
7.779501570458418,0.58,0.01795015704584179,1.9590031409168358,0.07607476443123731,9.614952886247464,18.0,0.9965704175891343,3.351800628183367,0.5679501570458417,9.704984295415821,1
9.086295460522027,0.3474239779600331,0.4350128417756938,1.9052034111827092,0.0744847955920066,6.0,15.0,0.9958438843243377,3.238438976645187,0.7165481815791189,11.8,1
7.427435072964784,0.27932977633309924,0.33792671637042243,2.2481679092605598,0.051762291085140966,4.0,8.0,0.9948615723825985,3.3958534327408447,0.6306702236669008,11.186595526661984,1
8.994799230595705,0.38052007694042944,0.40973996152978526,2.3921988458935584,0.10254493267712424,6.0,10.026003847021473,0.9960285583073106,3.132860423172362,0.5814302115861809,11.897399615297854,1
6.659855971598128,0.5714491469145532,0.04565255925634042,2.008550853085447,0.062,36.486948814873195,53.08550853085447,0.9940427001992248,3.3457245734572765,0.7505940616060085,11.463186350632851,1
8.12867488066063,0.3483154502058411,0.37039431275730134,2.0039431275730135,0.07289967769554903,5.207886255146027,10.0,0.9945745895720202,3.240895924279556,0.5483154502058412,11.345520378602219,1
6.666330509684549,0.5141629151477597,0.08689837300719312,2.3893871184504722,0.0698408067767571,12.97346779612618,25.97346779612618,0.9936219208821206,3.396285491457665,0.7231838644648584,12.478774236900945,1
9.190717717544898,0.2972574174035919,0.3644727326670615,2.0772153152634694,0.06499578978598777,13.0,26.637129129820405,0.9951472995195437,3.2781435435089796,0.8254851651928162,11.827004804562858,1
9.308479219515153,0.3066783375612123,0.4092221034157585,2.112543765854546,0.06758654282933338,13.0,26.166083121939383,0.995130812909268,3.3016958439030306,0.8066433248775754,11.991870907321216,1
9.21212556754774,0.48539428453966327,0.25592708371922424,2.1050028145852515,0.06904296168459506,16.421424550592498,32.5785754494075,0.9971492877247038,3.398787443245226,0.68157150898815,10.7157150898815,1
8.02879394670763,0.22146565778460503,0.3660992433384538,1.7107328288923025,0.05582458091169143,7.0,15.107328288923025,0.9945842931315569,3.308193888218467,0.7881938882184673,11.964396973353816,1
12.636511287652311,0.3081744356173844,0.7236511287652312,2.2730225753046236,0.07619879808001585,6.547669314784677,28.81744356173844,0.9988277895067831,2.938418060243699,0.810872178086922,9.98255643826156,1
8.797454794490637,0.32785442923770264,0.42949095889812744,1.7341817351697877,0.06734181735169788,6.658182648302124,12.0,0.9940937441097506,3.2841817351697875,0.5978544292377026,12.094909588981274,1
6.229711716715646,0.4311308120117551,0.1392461253254966,1.9556540600587755,0.0692594234334313,11.518846866862585,25.25942343343129,0.995001907007812,3.4148115313313743,0.7348115313313741,10.722616240235102,1
8.717661648983993,0.36037539265338137,0.442781544490036,3.1732925387847137,0.07075938481633454,9.379692408167267,20.0,0.9954142649208285,3.3648123036733093,0.7775938481633453,12.510153795916366,1
7.0916460689822305,0.5759029494251481,0.04867935402396346,2.1229115172455577,0.06322911517245558,35.77088482754442,49.72235954011846,0.9939161731747186,3.395067556323371,0.7518058988502961,12.05067556323371,1
9.558742723259412,0.47319363591771235,0.3346387271835425,3.184610014715491,0.09212355451423987,10.0,45.536127281645754,0.9987633092747785,3.277528909715203,0.645570818939889,9.9144509126583,1
8.674489344709482,0.19892872935168185,0.43872446723547404,1.987925546075433,0.07312074453924568,9.624148907849134,20.624148907849133,0.99504642762389,3.398724467235474,0.7637585109215087,12.200680873720692,1
7.7630590260557675,0.22094116521912405,0.41583531999601475,2.0161175739243062,0.046844712520716814,41.315295130278834,92.91293982629489,0.9933567063999202,3.301341184346613,0.608517688689241,11.759058834780877,1
6.558362255318416,0.4661519792551634,0.3135322670215149,1.865614154255594,0.06831228308511188,14.44795281914802,24.0,0.9946652394244674,3.44552047180852,0.7848889643618763,10.908830667553786,1
5.187225305827063,0.49255493883458734,0.14947114296052783,2.1436126529135318,0.0446167591748119,16.0,95.76648165037619,0.9921470466131015,3.4948901223308253,0.8743612652913532,13.190751019423558,1
8.852175329007782,0.37527671202290414,0.38644273923664657,7.015419138931727,0.06752767120229042,18.883397278625754,38.411068480916164,0.9975917610751529,3.3076679455725153,0.7982213696183234,11.2533589114503,1
8.210309338607567,0.2784535992088647,0.3994845330696216,2.3793813227848624,0.05143298637658372,4.0,10.0,0.9935754640079113,3.3269071984177296,0.7005154669303784,12.784535992088648,1
8.27091826175207,0.2941836523504144,0.4,2.9437066734325503,0.052709182617520715,3.7636057941597607,9.76360579415976,0.9944630258663097,3.341819710292012,0.6905442317663905,12.516326952991713,1
6.826101858189808,0.31859886824233546,0.42598868242335475,2.4140113175766453,0.06394237669109551,24.280226351532907,34.14011317576645,0.9946606551350189,3.2801920776963485,0.770576233089045,11.726101858189807,1
8.40270196384687,0.4515676857845009,0.338702510600186,1.8789192144612523,0.06589548761436662,6.0,11.868467975897913,0.9948995665922779,3.35,0.6860540392769373,11.831532024102087,1
10.502513760350098,0.3453770640525146,0.5992458718949708,2.5437155991247566,0.08553770640525146,5.512568801750486,20.974862396499027,0.9982417908426785,3.1984917437899414,0.7297486239649903,11.148743119824951,1
11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,1
7.12037633453698,0.5099638139868289,0.18403184369159067,2.359971051189463,0.06700217116079027,12.59971051189463,29.40028948810537,0.9944063155420348,3.4019869730352585,0.6680347385726444,11.760043423215805,1
7.740170803575387,0.25425213504469235,0.3112606752234617,2.32756405134077,0.06207905658491543,17.7243594865923,48.14957299106153,0.9963538462767821,3.4,0.7685042700893847,11.070085401787694,1
8.666296037519823,0.4088765345839941,0.41112346541600586,6.107875835887519,0.07791012276671953,24.97753069167988,42.04493861664024,0.9953008987723327,3.243595089331219,0.7717975446656095,12.564049106687811,1
8.282042073414624,0.43224128312619353,0.3944687354644732,2.546264528123011,0.05683619246892903,13.0,26.731322640615055,0.9946184781496734,3.3414941887507954,0.8516380753107097,13.158190376553549,1
6.979143950262607,0.6450116827220879,0.18707392225165143,2.1916731570678265,0.0606249026439826,31.458365785339133,51.2498052879652,0.9963265991664946,3.4008404727746093,0.608747079319478,11.054241306280007,1
8.496826041808761,0.5386434848278164,0.3723956345252434,4.7330435603477055,0.10613130492243394,3.7330435603477055,10.366521780173853,0.9967909653216416,3.2686434848278165,0.6266521780173853,11.366956439652295,1
10.55157753708664,0.46873797033068765,0.6116323546023478,2.4515775370866404,0.09745815563897152,5.742112314566798,15.257887685433202,0.9972742112314567,3.105473261125992,0.657421123145668,11.593689851653439,1
10.413935607407282,0.31745795333344584,0.6077030281483481,2.702450748149023,0.08149159066668916,5.139356074072824,22.278712148145647,0.9995212878518543,3.2446708318519892,0.7622969718516519,11.172128785185434,1
